document_id,en_name,en_abstract,keywords,technical_route_text,application_scenario_text,technical_cluster_id,technical_secondary_id,technical_confidence,technical_decision_margin,technical_needs_review,technical_top_rule_id,technical_top_rule_score,technical_label_zh,application_cluster_id,application_secondary_id,application_confidence,application_decision_margin,application_needs_review,application_top_rule_id,application_top_rule_score,application_label_zh
DOC_0308,"Effects of pesticides on Chelon labrosus (Risso, 1827) evaluated by enzymatic activities along the north eastern Sicilian coastlines (Italy)","Pesticides are frequently applied to agricultural activities to improve harvest, in terms of yield and product quality. Useful tools for ecotoxicological studies of marine ecosystems are based on biomarker application on bioindicator key fish species. The main aim of the present study was to detect the potential presence of pesticides in a polluted coastal marine environment, namely Milazzo Gulf, situated in the north eastern coast of Sicily (Italy), by measuring the enzymatic activities of the ecotoxicological biomarkers acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) in brain and blood samples of Chelon labrosus. Also, Marinello Reserve was selected as a reference site. The data showed a significant inhibition in AChE (81%) and BChE (71%) activities in fish from Milazzo Gulf in respect to those from the reference site. The esterase inhibition is primarily due to the presence of organophosphorus insecticides and carbamates that resulted, in Milazzo Gulf, higher in concentration in respect to the reference quality standard decree (D.M. 260, 2010). The results obtained in this study confirm the suspected presence of insecticides in waters and fish from Milazzo Gulf, which may lead to a considerable hazard to humans. This study confirms the relevant advantages of the biomarker approach on fish species in the ecotoxicological evaluation of marine environments.","['Acetylcholinesterase', 'butyrylcholinesterase', 'fish Chelon labrosus', 'insecticides', 'Milazzo Gulf']","[TITLE] Effects of pesticides on Chelon labrosus (Risso, 1827) evaluated by enzymatic activities along the north eastern Sicilian coastlines (Italy) [KEYWORDS] Acetylcholinesterase; butyrylcholinesterase; fish Chelon labrosus; insecticides; Milazzo Gulf [METHOD] Useful tools for ecotoxicological studies of marine ecosystems are based on biomarker application on bioindicator key fish species. The main aim of the present study was to detect the potential presence of pesticides in a polluted coastal marine environment, namely Milazzo Gulf, situated in the north eastern coast of Sicily (Italy), by measuring the enzymatic activities of the ecotoxicological biomarkers acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) in brain and blood samples of Chelon labrosus. This study confirms the relevant advantages of the biomarker approach on fish species in the ecotoxicological evaluation of marine environments.","[TITLE] Effects of pesticides on Chelon labrosus (Risso, 1827) evaluated by enzymatic activities along the north eastern Sicilian coastlines (Italy) [TITLE] Effects of pesticides on Chelon labrosus (Risso, 1827) evaluated by enzymatic activities along the north eastern Sicilian coastlines (Italy) [KEYWORDS] Acetylcholinesterase; butyrylcholinesterase; fish Chelon labrosus; insecticides; Milazzo Gulf [OBJECTIVE_CONTEXT] Pesticides are frequently applied to agricultural activities to improve harvest, in terms of yield and product quality. Useful tools for ecotoxicological studies of marine ecosystems are based on biomarker application on bioindicator key fish species. The main aim of the present study was to detect the potential presence of pesticides in a polluted coastal marine environment, namely Milazzo Gulf, situated in the north eastern coast of Sicily (Italy), by measuring the enzymatic activities of the ecotoxicological biomarkers acetylcholinesterase (AChE) and butyrylcholinesterase (BChE) in brain and blood samples of Chelon labrosus. The results obtained in this study confirm the suspected presence of insecticides in waters and fish from Milazzo Gulf, which may lead to a considerable hazard to humans. This study confirms the relevant advantages of the biomarker approach on fish species in the ecotoxicological evaluation of marine environments.",T29,T31,0.4806,0.027,True,T01,2.6,野外采样与生态调查,A11,A12,0.8446,0.2362,False,A11,4.0,兽医、水产与动物健康
DOC_0309,Barth syndrome with severe dilated cardiomyopathy and growth hormone resistance: a case report,"Abstract Objectives To describe the metabolic and endocrine features of a patient with Barth syndrome who showed evidence of growth hormone resistance. Case presentation A male proband deteriorated rapidly with lactic acidosis after a circumcision at age three weeks and was found to have severe dilated cardiomyopathy. A cardiomyopathy gene panel led to the diagnosis of TAZ -deficiency Barth syndrome. He subsequently experienced hypotonia and gross motor delay, feeding difficulties for the first four years, constitutional growth delay and one episode of ketotic hypoglycaemia. Cardiomyopathy resolved on oral anti-failure therapy by age three years. He had a hormonal pattern of growth hormone resistance, and growth hormone treatment was considered, however height velocity improved spontaneously after age 31⁄2 years. He also had biochemical primary hypothyroidism. Conclusions With careful metabolic management with l -arginine supplementation, overnight corn starch, and a prescribed exercise program, our patient’s strength, endurance, level of physical activity and body composition improved significantly by age six years.","['Barth syndrome', 'exercise', 'growth hormone']",[TITLE] Barth syndrome with severe dilated cardiomyopathy and growth hormone resistance: a case report [KEYWORDS] Barth syndrome; exercise; growth hormone [METHOD] Case presentation A male proband deteriorated rapidly with lactic acidosis after a circumcision at age three weeks and was found to have severe dilated cardiomyopathy.,"[TITLE] Barth syndrome with severe dilated cardiomyopathy and growth hormone resistance: a case report [TITLE] Barth syndrome with severe dilated cardiomyopathy and growth hormone resistance: a case report [KEYWORDS] Barth syndrome; exercise; growth hormone [OBJECTIVE_CONTEXT] Abstract Objectives To describe the metabolic and endocrine features of a patient with Barth syndrome who showed evidence of growth hormone resistance. Case presentation A male proband deteriorated rapidly with lactic acidosis after a circumcision at age three weeks and was found to have severe dilated cardiomyopathy. A cardiomyopathy gene panel led to the diagnosis of TAZ -deficiency Barth syndrome. He had a hormonal pattern of growth hormone resistance, and growth hormone treatment was considered, however height velocity improved spontaneously after age 31⁄2 years. Conclusions With careful metabolic management with l -arginine supplementation, overnight corn starch, and a prescribed exercise program, our patient’s strength, endurance, level of physical activity and body composition improved significantly by age six years.",T07,T33,0.99,0.6919,False,T07,10.8,病例报告与病例系列,A02,A03,0.6179,0.1003,False,A02,3.1,内分泌代谢与糖尿病
DOC_0310,Nanoliquid Dressing with Enhancing Anti-Infection Performance under the Moderate Photothermal Effect for Wound Treatment,"Nonhealing wounds have become a major healthcare burden worldwide. Chronic wound healing is universally hampered by the presence of bacterial infections that form biofilms. Therefore, in this study, a novel nanoliquid dressing based on a mild photothermal heating strategy was designed to provide safe healing of biofilm-infected wounds. Dilute nitric acid (HNO3) solution was employed to induce a redox process triggered by copper sulfide (CuS) nanoplates in the nanoliquid dressing. This redox process was further promoted by the mild photothermal effect (≤47.5 °C) that generated a sufficient amount of reactive oxygen species, resulting in less thermal injury to normal tissues. Correspondingly, with the safe concentration of CuS nanoplates (0.4 mg/mL), excellent bactericidal efficiencies up to 98.3 and 99.3% against ampicillin-resistant Escherichia coli (Ampr E. coli) and Staphylococcus aureus (S. aureus) were achieved, respectively. Moreover, the nanoliquid dressing exhibited a near-infrared enhanced destructive effect on mature biofilms. According to in vivo wound healing experiments in mice, the nanoliquid dressing increased the healing rate and reduced the inflammatory response. This study provides a novel insight into treating the biofilm-infected chronic wounds in the ""post-antibiotic era"".","['biofilm', 'copper sulfide nanoplates', 'nanoliquid dressing', 'photothermal heating up', 'wound healing']","[TITLE] Nanoliquid Dressing with Enhancing Anti-Infection Performance under the Moderate Photothermal Effect for Wound Treatment [KEYWORDS] biofilm; copper sulfide nanoplates; nanoliquid dressing; photothermal heating up; wound healing [METHOD] Therefore, in this study, a novel nanoliquid dressing based on a mild photothermal heating strategy was designed to provide safe healing of biofilm-infected wounds. Dilute nitric acid (HNO3) solution was employed to induce a redox process triggered by copper sulfide (CuS) nanoplates in the nanoliquid dressing. According to in vivo wound healing experiments in mice, the nanoliquid dressing increased the healing rate and reduced the inflammatory response.","[TITLE] Nanoliquid Dressing with Enhancing Anti-Infection Performance under the Moderate Photothermal Effect for Wound Treatment [TITLE] Nanoliquid Dressing with Enhancing Anti-Infection Performance under the Moderate Photothermal Effect for Wound Treatment [KEYWORDS] biofilm; copper sulfide nanoplates; nanoliquid dressing; photothermal heating up; wound healing [OBJECTIVE_CONTEXT] Nonhealing wounds have become a major healthcare burden worldwide. Chronic wound healing is universally hampered by the presence of bacterial infections that form biofilms. Therefore, in this study, a novel nanoliquid dressing based on a mild photothermal heating strategy was designed to provide safe healing of biofilm-infected wounds.",T22,T12,0.99,0.5168,False,T22,4.9,动物模型与药理干预实验,A07,A11,0.99,0.7047,False,A07,7.35,感染微生物与抗菌耐药
DOC_0311,"Fe and As geochemical self-removal dynamics in mineral waters: evidence from the Ferrarelle groundwater system (Riardo Plain, Southern Italy)","Abstract A theoretical pattern for Fe and As co-precipitation was tested directly in a groundwater natural system. Several monitoring wells were sampled to identify the different endmembers that govern the hydrodynamics of the Ferrarelle Groundwater System in the Riardo Plain (Southern Italy). In agreement with recent investigations, we found a mix of a deep and a shallow component in different proportions, resulting in a specific chemical composition of groundwater in each well depending on the percentages of each component. The shallow component was characterized by EC ~ 430 μS/cm, Eh ~ 300 mV, Fe ~ 0.06 μmol/L and As ~ 0.01–0.12 μmol/L, while the deep component was characterized by EC ~ 3400 μS/cm, Eh ~ 170 mV, Fe ~ 140 μmol/L and As ~ 0.59 μmol/L. A general attenuation of As and Fe concentration that was not due to a simple dilution effect was observed in the mixing process. The oxidation of Fe(II) to Fe(III) produces solid precipitates which adsorb As from solution and then co-precipitate. The reactions pattern of Fe(II) oxidation and As adsorption gave a linear function between [As] and [Fe], where the angular coefficient depends on the [O 2 ]/[H + ] ratio. Chemical data obtained from our samples showed a very good agreement with this theoretical relationship. The investigated geochemical dynamics represented a natural process of attenuation of Fe and As, two undesirable elements that usually affect groundwater quality in volcanic aquifers in central-southern Italy, which are exploited to supply drinking water. Graphic abstract","['Fe and As hydrogeochemistry', 'Natural mineral water', 'Natural self-removal dynamics', 'Oxohydroxides adsorption', 'Water treatment']","[TITLE] Fe and As geochemical self-removal dynamics in mineral waters: evidence from the Ferrarelle groundwater system (Riardo Plain, Southern Italy) [KEYWORDS] Fe and As hydrogeochemistry; Natural mineral water; Natural self-removal dynamics; Oxohydroxides adsorption; Water treatment [METHOD] In agreement with recent investigations, we found a mix of a deep and a shallow component in different proportions, resulting in a specific chemical composition of groundwater in each well depending on the percentages of each component. The investigated geochemical dynamics represented a natural process of attenuation of Fe and As, two undesirable elements that usually affect groundwater quality in volcanic aquifers in central-southern Italy, which are exploited to supply drinking water.","[TITLE] Fe and As geochemical self-removal dynamics in mineral waters: evidence from the Ferrarelle groundwater system (Riardo Plain, Southern Italy) [TITLE] Fe and As geochemical self-removal dynamics in mineral waters: evidence from the Ferrarelle groundwater system (Riardo Plain, Southern Italy) [KEYWORDS] Fe and As hydrogeochemistry; Natural mineral water; Natural self-removal dynamics; Oxohydroxides adsorption; Water treatment [OBJECTIVE_CONTEXT] Abstract A theoretical pattern for Fe and As co-precipitation was tested directly in a groundwater natural system. Several monitoring wells were sampled to identify the different endmembers that govern the hydrodynamics of the Ferrarelle Groundwater System in the Riardo Plain (Southern Italy). In agreement with recent investigations, we found a mix of a deep and a shallow component in different proportions, resulting in a specific chemical composition of groundwater in each well depending on the percentages of each component. The investigated geochemical dynamics represented a natural process of attenuation of Fe and As, two undesirable elements that usually affect groundwater quality in volcanic aquifers in central-southern Italy, which are exploited to supply drinking water.",T19,T13,0.99,0.563,False,T13,3.05,环境处理与资源回收工艺,A13,A22,0.99,0.8656,False,A13,12.58,水环境、污染治理与废物资源化
DOC_0312,Role of lncRNAs in the Development of Ischemic Stroke and Their Therapeutic Potential,"Stroke is a major cause of premature mortality and disability around the world. Therefore, identification of cellular and molecular processes implicated in the pathogenesis and progression of ischemic stroke has become a priority. Long non-coding RNAs (lncRNAs) are emerging as significant players in the pathophysiology of cerebral ischemia. They are involved in different signalling pathways of cellular processes like cell apoptosis, autophagy, angiogenesis, inflammation, and cell death, impacting the progression of cerebral damage. Exploring the functions of these lncRNAs and their mechanism of action may help in the development of promising treatment strategies. In this review, the current knowledge of lncRNAs in ischemic stroke, focusing on the mechanism by which they cause cellular apoptosis, inflammation, and microglial activation, has been summarized. Very few lncRNAs have been functionally annotated. Therefore, the therapies based on lncRNAs still face many hurdles since the potential targets are likely to increase with the identification of new ones. Majority of experiments involving the identification and function of lncRNAs have been carried out in animal models, and the role of lncRNAs in human stroke presents a challenge. However, mitigating these issues through more rational experimental design might lead to the development of lncRNA-based stroke therapies to treat ischemic stroke.","['Brain injury', 'Ischemia/reperfusion', 'Ischemic stroke', 'LncRNA', 'Recovery']","[TITLE] Role of lncRNAs in the Development of Ischemic Stroke and Their Therapeutic Potential [KEYWORDS] Brain injury; Ischemia/reperfusion; Ischemic stroke; LncRNA; Recovery [METHOD] Exploring the functions of these lncRNAs and their mechanism of action may help in the development of promising treatment strategies. In this review, the current knowledge of lncRNAs in ischemic stroke, focusing on the mechanism by which they cause cellular apoptosis, inflammation, and microglial activation, has been summarized. Majority of experiments involving the identification and function of lncRNAs have been carried out in animal models, and the role of lncRNAs in human stroke presents a challenge. However, mitigating these issues through more rational experimental design might lead to the development of lncRNA-based stroke therapies to treat ischemic stroke.","[TITLE] Role of lncRNAs in the Development of Ischemic Stroke and Their Therapeutic Potential [TITLE] Role of lncRNAs in the Development of Ischemic Stroke and Their Therapeutic Potential [KEYWORDS] Brain injury; Ischemia/reperfusion; Ischemic stroke; LncRNA; Recovery [OBJECTIVE_CONTEXT] Stroke is a major cause of premature mortality and disability around the world. Therefore, identification of cellular and molecular processes implicated in the pathogenesis and progression of ischemic stroke has become a priority. Long non-coding RNAs (lncRNAs) are emerging as significant players in the pathophysiology of cerebral ischemia. Exploring the functions of these lncRNAs and their mechanism of action may help in the development of promising treatment strategies. Majority of experiments involving the identification and function of lncRNAs have been carried out in animal models, and the role of lncRNAs in human stroke presents a challenge.",T08,T06,0.99,0.353,False,T06,2.8,细胞分子与生化实验,A01,A22,0.99,0.738,False,A01,11.84,心血管与循环系统疾病
DOC_0313,Laparoscopic augmented reality registration for oncological resection site repair,"Abstract Purpose Resection site repair during laparoscopic oncological surgery (e.g. laparoscopic partial nephrectomy) poses some unique challenges and opportunities for augmented reality (AR) navigation support. This work introduces an AR registration workflow that addresses the time pressure that is present during resection site repair. Methods We propose a two-step registration process: the AR content is registered as accurately as possible prior to the tumour resection (the primary registration). This accurate registration is used to apply artificial fiducials to the physical organ and the virtual model. After the resection, these fiducials can be used for rapid re-registration (the secondary registration). We tested this pipeline in a simulated-use study with $$N=18$$ N = 18 participants. We compared the registration accuracy and speed for our method and for landmark-based registration as a reference. Results Acquisition of and, thereby, registration with the artificial fiducials were significantly faster than the initial use of anatomical landmarks. Our method also had a trend to be more accurate in cases in which the primary registration was successful. The accuracy loss between the elaborate primary registration and the rapid secondary registration could be quantified with a mean target registration error increase of 2.35 mm. Conclusion This work introduces a registration pipeline for AR navigation support during laparoscopic resection site repair and provides a successful proof-of-concept evaluation thereof. Our results indicate that the concept is better suited than landmark-based registration during this phase, but further work is required to demonstrate clinical suitability and applicability.","['Augmented reality', 'Laparoscopic surgery', 'Partial nephrectomy', 'Registration']","[TITLE] Laparoscopic augmented reality registration for oncological resection site repair [KEYWORDS] Augmented reality; Laparoscopic surgery; Partial nephrectomy; Registration [METHOD] This work introduces an AR registration workflow that addresses the time pressure that is present during resection site repair. Methods We propose a two-step registration process: the AR content is registered as accurately as possible prior to the tumour resection (the primary registration). This accurate registration is used to apply artificial fiducials to the physical organ and the virtual model. After the resection, these fiducials can be used for rapid re-registration (the secondary registration). We tested this pipeline in a simulated-use study with $$N=18$$ N = 18 participants. We compared the registration accuracy and speed for our method and for landmark-based registration as a reference. Results Acquisition of and, thereby, registration with the artificial fiducials were significantly faster than the initial use of anatomical landmarks. Our method also had a trend to be more accurate in cases in which the primary registration was successful. Conclusion This work introduces a registration pipeline for AR navigation support during laparoscopic resection site repair and provides a successful proof-of-concept evaluation thereof.",[TITLE] Laparoscopic augmented reality registration for oncological resection site repair [TITLE] Laparoscopic augmented reality registration for oncological resection site repair [KEYWORDS] Augmented reality; Laparoscopic surgery; Partial nephrectomy; Registration [OBJECTIVE_CONTEXT] Abstract Purpose Resection site repair during laparoscopic oncological surgery (e.g. laparoscopic partial nephrectomy) poses some unique challenges and opportunities for augmented reality (AR) navigation support. This work introduces an AR registration workflow that addresses the time pressure that is present during resection site repair.,T30,T26,0.99,0.3619,False,T30,13.32,风险评估与空间统计,A20,A03,0.6748,0.1401,False,A20,3.5,机器人、自动控制与自主系统
DOC_0314,Comparing the effect of tourniquet and tranexamic acid on the tibial cement mantle thickness in total knee arthroplasty,This study aims to determine the efficacy of both tranexamic acid (TXA) and tourniquet on the tibial cement mantle thickness in total knee arthroplasty (TKA).,"['Cement mantle', 'Tibial component', 'Total knee arthroplasty', 'Tourniquet', 'Tranexamic acid']",[TITLE] Comparing the effect of tourniquet and tranexamic acid on the tibial cement mantle thickness in total knee arthroplasty [KEYWORDS] Cement mantle; Tibial component; Total knee arthroplasty; Tourniquet; Tranexamic acid [METHOD] This study aims to determine the efficacy of both tranexamic acid (TXA) and tourniquet on the tibial cement mantle thickness in total knee arthroplasty (TKA).,[TITLE] Comparing the effect of tourniquet and tranexamic acid on the tibial cement mantle thickness in total knee arthroplasty [TITLE] Comparing the effect of tourniquet and tranexamic acid on the tibial cement mantle thickness in total knee arthroplasty [KEYWORDS] Cement mantle; Tibial component; Total knee arthroplasty; Tourniquet; Tranexamic acid [OBJECTIVE_CONTEXT] This study aims to determine the efficacy of both tranexamic acid (TXA) and tourniquet on the tibial cement mantle thickness in total knee arthroplasty (TKA).,T03,T22,0.504,0.0466,True,T01,0.0,临床观察性队列与回顾性分析,A05,A23,0.99,0.5226,False,A05,11.47,骨科肌肉与康复医学
DOC_0315,An early multicenter experience of the novel high-density star-shaped mapping catheter in complex arrhythmias,"PurposeWe aimed to assess the feasibility, safety, and operator feedback of a novel star-shaped high-density mapping catheter containing 48 platinum-iridium mapping electrodes distributed across eight spines.MethodsThis prospective, single-arm, first-in-human study was conducted at five European sites. Primary endpoints were completion of pre-ablation mapping requirements, obtaining clinically indicated mapping with the new catheter without resorting to non-study mapping catheters, and incidence of serious adverse events (SAEs). Physician feedback survey assessed catheter performance, including deployment, ease of use, and mapping results. The subjects were followed for 7 days post-procedure.ResultsOf 31 patients enrolled (11 ventricular tachycardia [VT], 10 scar-related atrial tachycardia [AT]/atypical atrial flutter [AFL], and 10 persistent atrial fibrillation [PsAF]), 28 had study catheter inserted for mapping purposes. Pre-ablation mapping was achieved in 23/28 patients (82.1%). Median of total pre-ablation mapping times were 121.0, 72.5, and 31.5 min for the VT, scar-related AT/atypical AFL, and PsAF subgroups, respectively. More than two-thirds of mapping points acquired were used to generate CARTO maps relevant for ablation. All 16 patients who had conduction channel(s), gaps(s), or critical isthmus identified had the areas successfully mapped. The ability to deploy, maneuver, and reach the atria and ventricles using the catheter was rated positively for most procedures. Only one SAE (heart failure) was reported, unrelated to the device.ConclusionThe study results demonstrate the feasibility of the OCTARAY catheter to successfully map complex arrhythmias with good safety profile. Operator feedback indicates satisfaction with ease of use and maneuverability of the catheter.","['Advanced mapping', 'Atrial fibrillation', 'Atrial tachycardia', 'Catheters', 'Electrodes', 'Ventricular tachycardia']","[TITLE] An early multicenter experience of the novel high-density star-shaped mapping catheter in complex arrhythmias [KEYWORDS] Advanced mapping; Atrial fibrillation; Atrial tachycardia; Catheters; Electrodes; Ventricular tachycardia [METHOD] PurposeWe aimed to assess the feasibility, safety, and operator feedback of a novel star-shaped high-density mapping catheter containing 48 platinum-iridium mapping electrodes distributed across eight spines.MethodsThis prospective, single-arm, first-in-human study was conducted at five European sites. Physician feedback survey assessed catheter performance, including deployment, ease of use, and mapping results. More than two-thirds of mapping points acquired were used to generate CARTO maps relevant for ablation. All 16 patients who had conduction channel(s), gaps(s), or critical isthmus identified had the areas successfully mapped. Operator feedback indicates satisfaction with ease of use and maneuverability of the catheter.","[TITLE] An early multicenter experience of the novel high-density star-shaped mapping catheter in complex arrhythmias [TITLE] An early multicenter experience of the novel high-density star-shaped mapping catheter in complex arrhythmias [KEYWORDS] Advanced mapping; Atrial fibrillation; Atrial tachycardia; Catheters; Electrodes; Ventricular tachycardia [OBJECTIVE_CONTEXT] PurposeWe aimed to assess the feasibility, safety, and operator feedback of a novel star-shaped high-density mapping catheter containing 48 platinum-iridium mapping electrodes distributed across eight spines.MethodsThis prospective, single-arm, first-in-human study was conducted at five European sites. Primary endpoints were completion of pre-ablation mapping requirements, obtaining clinically indicated mapping with the new catheter without resorting to non-study mapping catheters, and incidence of serious adverse events (SAEs). Physician feedback survey assessed catheter performance, including deployment, ease of use, and mapping results. The subjects were followed for 7 days post-procedure.ResultsOf 31 patients enrolled (11 ventricular tachycardia [VT], 10 scar-related atrial tachycardia [AT]/atypical atrial flutter [AFL], and 10 persistent atrial fibrillation [PsAF]), 28 had study catheter inserted for mapping purposes. Pre-ablation mapping was achieved in 23/28 patients (82.1%). All 16 patients who had conduction channel(s), gaps(s), or critical isthmus identified had the areas successfully mapped. Only one SAE (heart failure) was reported, unrelated to the device.ConclusionThe study results demonstrate the feasibility of the OCTARAY catheter to successfully map complex arrhythmias with good safety profile.",T03,T11,0.7423,0.178,False,T03,2.8,临床观察性队列与回顾性分析,A01,A03,0.99,0.6649,False,A01,7.2,心血管与循环系统疾病
DOC_0316,Dominant vector changes during early wavebreak/spiral wave (Wiggers stage 1) in ventricular fibrillation: insights from the analysis of 100 electrophysiology studies,"To describe electrocardiographic vector patterns during early VF transition (Wiggers stage 1).In 100 electrophysiology studies with VF induction, the first 3 beats of VF were analyzed in lead I for left/right axis (LA/RA), V1 for left/right bundle (LB/RB), and aVF for superior/inferior axis (SA/IA). Correlation with demographic/clinical factors was performed using regression analyses and mixed effect modeling.","['Initiation', 'Ventricular fibrillation', 'Wavebreak']",[TITLE] Dominant vector changes during early wavebreak/spiral wave (Wiggers stage 1) in ventricular fibrillation: insights from the analysis of 100 electrophysiology studies [KEYWORDS] Initiation; Ventricular fibrillation; Wavebreak [METHOD] Correlation with demographic/clinical factors was performed using regression analyses and mixed effect modeling.,"[TITLE] Dominant vector changes during early wavebreak/spiral wave (Wiggers stage 1) in ventricular fibrillation: insights from the analysis of 100 electrophysiology studies [TITLE] Dominant vector changes during early wavebreak/spiral wave (Wiggers stage 1) in ventricular fibrillation: insights from the analysis of 100 electrophysiology studies [KEYWORDS] Initiation; Ventricular fibrillation; Wavebreak [OBJECTIVE_CONTEXT] To describe electrocardiographic vector patterns during early VF transition (Wiggers stage 1).In 100 electrophysiology studies with VF induction, the first 3 beats of VF were analyzed in lead I for left/right axis (LA/RA), V1 for left/right bundle (LB/RB), and aVF for superior/inferior axis (SA/IA). Correlation with demographic/clinical factors was performed using regression analyses and mixed effect modeling.",T02,T03,0.5446,0.0566,True,T01,0.0,经典机器学习与统计建模,A01,A03,0.8266,0.2304,False,A01,0.0,心血管与循环系统疾病
DOC_0317,E-nose coupled with an artificial neural network to detection of fraud in pure and industrial fruit juices,"Consumer demands for fresh foods with desired sensory properties. Lack of easy, cheap, and nondestructive methods to control the quality of fruit juices is one of the main challenges in the beverage industry. The present study has examined two types of natural and industrial juices. Machine olfaction with 9 metal oxide semiconductor (MOS) sensors was used for the experiments. Sensor response patterns were analyzed using artificial neural networks (ANN). PCR method was used to evaluate the discrimination power of the sensors. According to the results, the discrimination power of the sensors used in the electronic nose sensor array was determined, three of which were removed due to improper response power. The proposed method can be used to select the minimum and most effective number of MOS gas sensors to construct an electronic nose system to control the olfactory quality of different foods. The use of a minimum number of sensors reduces the cost of constructing an electronic nose system, decreases the volume of the processor data input, and consequently increases the classification accuracy. Therefore, the MOS-based electronic nose combined with the ANN can be an effective and highly efficient tool in the fast and nondestructive classification of pure and industrial fruit juices.","['adulteration', 'nondestructive', 'Olfactory machine', 'sensors']","[TITLE] E-nose coupled with an artificial neural network to detection of fraud in pure and industrial fruit juices [KEYWORDS] adulteration; nondestructive; Olfactory machine; sensors [METHOD] Lack of easy, cheap, and nondestructive methods to control the quality of fruit juices is one of the main challenges in the beverage industry. The present study has examined two types of natural and industrial juices. Machine olfaction with 9 metal oxide semiconductor (MOS) sensors was used for the experiments. PCR method was used to evaluate the discrimination power of the sensors. According to the results, the discrimination power of the sensors used in the electronic nose sensor array was determined, three of which were removed due to improper response power. The proposed method can be used to select the minimum and most effective number of MOS gas sensors to construct an electronic nose system to control the olfactory quality of different foods. The use of a minimum number of sensors reduces the cost of constructing an electronic nose system, decreases the volume of the processor data input, and consequently increases the classification accuracy.","[TITLE] E-nose coupled with an artificial neural network to detection of fraud in pure and industrial fruit juices [TITLE] E-nose coupled with an artificial neural network to detection of fraud in pure and industrial fruit juices [KEYWORDS] adulteration; nondestructive; Olfactory machine; sensors [OBJECTIVE_CONTEXT] Consumer demands for fresh foods with desired sensory properties. Lack of easy, cheap, and nondestructive methods to control the quality of fruit juices is one of the main challenges in the beverage industry. The present study has examined two types of natural and industrial juices. Machine olfaction with 9 metal oxide semiconductor (MOS) sensors was used for the experiments. Sensor response patterns were analyzed using artificial neural networks (ANN). PCR method was used to evaluate the discrimination power of the sensors. According to the results, the discrimination power of the sensors used in the electronic nose sensor array was determined, three of which were removed due to improper response power. The proposed method can be used to select the minimum and most effective number of MOS gas sensors to construct an electronic nose system to control the olfactory quality of different foods.",T01,T24,0.99,0.4562,False,T01,6.37,深度学习与神经网络,A23,A16,0.99,0.4893,False,A16,7.65,食品营养、天然产物与植物活性
DOC_0318,Visual display for surgical targeting: concepts and usability study,"Abstract Purpose Interactive image-guided surgery technologies enable accurate target localization while preserving critical nearby structures in many surgical interventions. Current state-of-the-art interfaces largely employ traditional anatomical cross-sectional views or augmented reality environments to present the actual spatial location of the surgical instrument in preoperatively acquired images. This work proposes an alternative, simple, minimalistic visual interface intended to assist during real-time surgical target localization. Methods The estimated 3D pose of the interventional instruments and their positional uncertainty are intuitively presented in a visual interface with respect to the target point. A usability study with multidisciplinary participants evaluates the proposed interface projected in surgical microscope oculars against cross-sectional views. The latter was presented on a screen both stand-alone and combined with the proposed interface. The instruments were electromagnetically navigated in phantoms. Results The usability study demonstrated that the participants were able to detect invisible targets marked in phantom imagery with significant enhancements for localization accuracy and duration time. Clinically experienced users reached the targets with shorter trajectories. The stand-alone and multi-modal versions of the proposed interface outperformed cross-sectional views-only navigation in both quantitative and qualitative evaluations. Conclusion The results and participants’ feedback indicate potential to accurately navigate users toward the target with less distraction and workload. An ongoing study evaluates the proposed system in a preclinical setting for auditory brainstem implantation.","['Electromagnetic tracking', 'Image-guided surgery', 'Surgical targeting', 'Usability study', 'Visual guidance']","[TITLE] Visual display for surgical targeting: concepts and usability study [KEYWORDS] Electromagnetic tracking; Image-guided surgery; Surgical targeting; Usability study; Visual guidance [METHOD] Current state-of-the-art interfaces largely employ traditional anatomical cross-sectional views or augmented reality environments to present the actual spatial location of the surgical instrument in preoperatively acquired images. This work proposes an alternative, simple, minimalistic visual interface intended to assist during real-time surgical target localization. Methods The estimated 3D pose of the interventional instruments and their positional uncertainty are intuitively presented in a visual interface with respect to the target point. A usability study with multidisciplinary participants evaluates the proposed interface projected in surgical microscope oculars against cross-sectional views. The latter was presented on a screen both stand-alone and combined with the proposed interface. Clinically experienced users reached the targets with shorter trajectories. The stand-alone and multi-modal versions of the proposed interface outperformed cross-sectional views-only navigation in both quantitative and qualitative evaluations. Conclusion The results and participants’ feedback indicate potential to accurately navigate users toward the target with less distraction and workload. An ongoing study evaluates the proposed system in a preclinical setting for auditory brainstem implantation.","[TITLE] Visual display for surgical targeting: concepts and usability study [TITLE] Visual display for surgical targeting: concepts and usability study [KEYWORDS] Electromagnetic tracking; Image-guided surgery; Surgical targeting; Usability study; Visual guidance [OBJECTIVE_CONTEXT] Abstract Purpose Interactive image-guided surgery technologies enable accurate target localization while preserving critical nearby structures in many surgical interventions. Current state-of-the-art interfaces largely employ traditional anatomical cross-sectional views or augmented reality environments to present the actual spatial location of the surgical instrument in preoperatively acquired images. This work proposes an alternative, simple, minimalistic visual interface intended to assist during real-time surgical target localization.",T03,T26,0.99,0.4439,False,T03,6.0,临床观察性队列与回顾性分析,A20,A09,0.504,0.0273,True,A20,3.5,机器人、自动控制与自主系统
