document_id,en_name,en_abstract,keywords,technical_cluster_id,technical_label_zh,technical_confidence,technical_evidence,application_cluster_id,application_label_zh,application_confidence,application_evidence,evidence_quality,gold_status,gold_review_rounds
DOC_0196,Surface acoustic wave relative humidity sensor based on sputtering SiO 2 film,"A surface acoustic wave (SAW) relative humidity (RH) sensor was prepared by sputtering SiO2 sensing film on the total surface of an SAW resonator. The prepared humidity sensor exhibits good linear relationship under wide RH range of 10%–80%. Small hysteresis is observed during the adsorption and desorption processes. The sensitivity of the sensor is −1.14 kHz/% for the adsorption process and −1.06 kHz/% for the desorption process. The sensing mechanism of the sensor can be explained from the mass loading effect of the SiO2 film. The response time is 6.0 s and the recovery time is 21.3 s when the RH switches between 10% and 70%. Moreover, the SAW sensor also shows good repeatability and stability due to the high adhesion of the sputtering SiO2 film to the substrate.","['humidity sensor', 'magnetron sputtering', 'SiO<sub>2</sub> film', 'surface acoustic wave']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A16,电子半导体与传感器件,0.96,title/keyword/application evidence: semiconductor|photodetector|sensor|flexible electronics|transistor|microelectrode|electronic device|optoelectronic,full,model_reviewed_high,3
DOC_0197,Dispersive bands of bound states in the continuum,"Abstract Bound states in the continuum (BICs), i.e. highly-localized modes with energy embedded in the continuum of radiating waves, have provided in the past decade a new paradigm in optics and photonics, especially at the nanoscale, with a range of applications from nanophotonics to optical sensing and laser design. Here, we introduce the idea of a crystal made of BICs, in which an array of BICs is indirectly coupled via a common continuum of states resulting in a tight-binding dispersive energy miniband embedded in the spectrum of radiating waves. The results are illustrated for a chain of optical cavities side-coupled to a coupled-resonator optical waveguide with nonlocal contact points.","['bound states in the continuum', 'photonic lattices', 'waveguides and resonators']",T17,工程器件、天线与原型设计,0.9,engineering device/prototype design,A17,光学光子、天线与射频,0.9,title/keyword/application evidence: antenna|waveguide|laser|photonic|optical|metasurface|holographic|orbital angular momentum|terahertz|microwave,full,model_reviewed_high,3
DOC_0198,Tunable High Refractive Index Polymer Hybrid and Polymer–Inorganic Nanocomposite Coatings,"Atomized spray plasma deposition (ASPD) provides a single-step, low-temperature, and dry approach for the preparation of high refractive index hybrid polymer or polymer–inorganic nanocomposite coatings. Refractive indices as high as 1.936 at 635 nm wavelength have been obtained for ASPD 4-bromostyrene/toluene–TiO2 nanocomposite layers containing low titania loadings. Thin films with any desired refractive index up to 1.936 can be easily deposited onto a variety of substrates by varying the precursor mixture composition. ASPD overcomes disadvantages commonly associated with alternative fabrication methods for depositing high refractive index coatings (elevated temperatures, wet processes, UV curing steps, and much greater inorganic loadings).This article has not yet been cited by other publications.","['atomized', 'coating', 'hybrid polymer', 'nanocomposite', 'plasma', 'polymer-inorganic', 'refractive index']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A15,结构材料、聚合物与复合材料,0.96,title/keyword/application evidence: polymer|composite|alloy|ceramic|structural material|coating|hydrogel|nanoporous|surface material,full,model_reviewed_high,3
DOC_0199,Supramolecular Anchoring Strategy for Facile Production of Ruthenium Nanoparticles Embedded in N-Doped Mesoporous Carbon Nanospheres for Efficient Hydrogen Generation,"Because of the favorable mass transport and increased available active sites, the rational design and preparation of porous carbon structures are essential but still challenging. Herein, a novel and facile supramolecular anchoring strategy was developed to achieve the embedding of ruthenium (Ru) nanoparticles in N-doped mesoporous carbon nanospheres through pyrolyzing the precursor formed by coordination assembly between metal ions and zinc gluconate (G(Zn)). Featuring rich hydroxyl groups, the G(Zn) can effectively chelate Ru3+ via metal-oxygen bonds to form 3D supramolecular nanospheres, and meanwhile, mesopores in carbon nanospheres were expanded after subsequent pyrolysis thanks to the volatilization of zincic species at high temperature. As a demonstration, the best-performing catalyst displayed extraordinary activity for the hydrogen evolution reaction (HER) with a small overpotential of 43 mV versus reversible hydrogen electrode (vs RHE) at 10 mA/cm2 and a Tafel slope of 39 mV/dec, which was superior to that of commercial Pt/C in alkaline medium. Theoretical calculations revealed that the catalytic activity was significantly promoted by the strong electronic coupling between Ru nanoparticles and N-doped porous carbon, which increased the electron transfer capability and facilitated the adsorption and dissociation of H2O to realize an efficient HER.The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acsami.1c07435.Supplementary Figures S1–S16: The SEM and HRTEM images and N2 adsorption–desorption isotherm of G-Ru(100:1); the SEM and HRTEM images, XRD, XPS, and N2 adsorption–desorption isotherm of G-Ru(200:1) and G-Ru(50:1), respectively; the XPS spectra of commercial Pt/C; the comparison of HER performance of G(Zn)-Ru(100:1) that underwent pyrolysis with different atmospheres; the EIS plots of various catalysts and the corresponding circuit diagram; the Cu UPD curves of various catalysts; the calculated mass activity of various catalysts; the characterization of G(Zn)-Ru(100:1) after the stability test; the site-dependent PDOSs of Ru-4d in Ru-diamond and Ru-graphene; and a summary of catalytic activity of Ru-based and transition metal-based electrocatalysts (Table S1) (PDF)This article has not yet been cited by other publications.","['expanded mesoporous structure', 'hydrogen evolution reaction', 'strong electronic coupling', 'superior performance', 'supramolecular anchoring strategy']",T18,化学合成与催化反应,0.88,catalysis/chemical conversion,A22,分子生物学、遗传与细胞机制,0.88,title/keyword/application evidence: gene|dna|rna|transcription|protein|cell signaling|molecular biology|genetics|epigenetic|cell mechanism,full,model_reviewed_high,3
DOC_0200,Three-dimensional deep learning with spatial erasing for unsupervised anomaly segmentation in brain MRI,"Abstract Purpose Brain Magnetic Resonance Images (MRIs) are essential for the diagnosis of neurological diseases. Recently, deep learning methods for unsupervised anomaly detection (UAD) have been proposed for the analysis of brain MRI. These methods rely on healthy brain MRIs and eliminate the requirement of pixel-wise annotated data compared to supervised deep learning. While a wide range of methods for UAD have been proposed, these methods are mostly 2D and only learn from MRI slices, disregarding that brain lesions are inherently 3D and the spatial context of MRI volumes remains unexploited. Methods We investigate whether using increased spatial context by using MRI volumes combined with spatial erasing leads to improved unsupervised anomaly segmentation performance compared to learning from slices. We evaluate and compare 2D variational autoencoder (VAE) to their 3D counterpart, propose 3D input erasing, and systemically study the impact of the data set size on the performance. Results Using two publicly available segmentation data sets for evaluation, 3D VAEs outperform their 2D counterpart, highlighting the advantage of volumetric context. Also, our 3D erasing methods allow for further performance improvements. Our best performing 3D VAE with input erasing leads to an average DICE score of 31.40% compared to 25.76% for the 2D VAE. Conclusions We propose 3D deep learning methods for UAD in brain MRI combined with 3D erasing and demonstrate that 3D methods clearly outperform their 2D counterpart for anomaly segmentation. Also, our spatial erasing method allows for further performance improvements and reduces the requirement for large data sets.","['3D autoencoder', 'Anomaly', 'Brain MRI', 'Segmentation', 'Unsupervised']",T01,深度学习与神经网络,0.91,explicit deep neural method,A04,神经精神与心理健康,0.96,title/keyword/application evidence: neurolog|brain|psychiatr|mental health|depression|ptsd|dementia|parkinson|schizophrenia|panic disorder|cognitive,full,model_reviewed_high,3
DOC_0202,Trapeziectomy versus joint replacement for first carpometacarpal (CMC 1) joint osteoarthritis: a systematic review and meta-analysis,"Abstract Purpose This systematic review and meta-analysis directly compares joint replacement (JR) and trapeziectomy techniques to provide an update as to which surgical intervention is superior for first carpometacarpal (CMC-1) joint osteoarthritis. Methods In August 2020, MEDLINE, Embase and Web of Science were searched for eligible studies that compared these two techniques for the treatment of CMC-1 joint osteoarthritis (PROSPERO registration ID: CRD42020189728). Primary outcomes included the Disabilities of the Arm, Shoulder and Hand (DASH), QuickDASH (QDASH) and pain visual analogue scale (VAS) scores. Secondary outcomes, such as total complication, dislocation and revision surgery rates, were also measured. Results From 1909 studies identified, 14 studies (1005 patients) were eligible. Our meta-analysis found that post-operative QDASH scores were lower for patients in the JR group (five studies, p = 0.0004). Similarly, significantly better postoperative key pinch strength in favour of JR was noted (three studies, p = 0.001). However, pain (VAS) scores were similar between the two groups (five studies, p = 0.21). Moreover, JR techniques had significantly greater odds of overall complications (12 studies; OR 2.12; 95% CI 1.13–3.96, p = 0.02) and significantly greater odds of revision surgery (9 studies; OR 5.14; 95% CI 2.06–12.81, p = 0.0004). Conclusion Overall, based on very low- to moderate-quality evidence, JR treatments may result in better function with less disability with comparable pain (VAS) scores; however, JR has greater odds of complications and greater odds of requiring revision surgery. More robust RCTs that compare JR and TRAP with standardised outcome measures and long-term follow-up would add to the overall quality of evidence.","['First carpometacarpal (CMC 1)', 'Joint replacement', 'Meta-analysis', 'Osteoarthritis', 'Systematic review', 'Trapeziectomy']",T05,系统综述与Meta分析,0.95,explicit systematic review/meta-analysis,A05,骨科肌肉与康复医学,0.96,title/keyword/application evidence: fracture|orthopedic|osteoarthritis|arthroplasty|musculoskeletal|mandibular|bone|joint|tendon,full,model_reviewed_high,3
DOC_0204,Defect Engineering in Ultrathin SnSe Nanosheets for High-Performance Optoelectronic Applications,"Ultrathin lamellar SnSe is highly attractive for applications in areas such as photonics, photodetectors, photovoltaic devices, and photocatalysis, owing to its suitable band gap, exceptional light absorption capabilities, and considerable carrier mobility. On the other hand, SnSe nanosheets (NSs) still face challenges of being difficult to prepare and their devices having low photoelectric conversion efficiencies. Herein, ultrathin SnSe NSs with controlled Se defects were synthesized with high yield by a facial Li intercalation-assisted liquid exfoliation method. The loss of Se, a narrowing of the band gap, and an increase in lattice disorders involving vacancies, distortions, and phase transition were observed in SnSe NSs prepared with a long lithiation process. Comparing between the 24 and 72 h lithiation samples, the ones processed for a longer time displayed a faster recombination time due to more defect-induced mid-states. Inspiringly, enhancements of 4–10 times were observed for photodetector device parameters such as photocurrent, photoresponsivity, photoresponse speed, and specific detectivity of the 72 h lithiation SnSe NSs. Additionally, these devices show good stability and a broad detection range, from ultraviolet to the near infrared region. Our results provide a promising avenue for the mass production of SnSe NSs with high photoelectric performance and open up opportunities for applications in photonics, optoelectronics, and photocatalysis.The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acsami.1c05254.SEM image and the corresponding EDS spectra of SnSe NSs; AFM images of SnSe NSs; low-magnification TEM image of SnSe NSs; STEM image and the corresponding EDS results of SnSe NSs; HRTEM image and SAED pattern; HAADF–STEM and ABF–STEM images of SnSe NSs; 2D TA color-coded map and the kinetic curve; photoresponse I–t curves of SnSe devices; I–t curves under different light powers; light power intensity dependent on photocurrent and detectivity of the SnSe device; I–t curves under different incident light wavelengths; light wavelength dependent on photocurrent and detectivity of the SnSe device; long-term stability test; photoresponse performance of the 0 h lithiation SnSe NSs; and photoresponse I–t curves measured in the 1 M NaOH electrolyte (PDF)This article has not yet been cited by other publications.","['defect engineering', 'optoelectronic', 'recombination dynamics', 'Se vacancies', 'SnSe nanosheets']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A16,电子半导体与传感器件,0.96,title/keyword/application evidence: semiconductor|photodetector|sensor|flexible electronics|transistor|microelectrode|electronic device|optoelectronic,full,model_reviewed_high,3
DOC_0205,The pediatric early warning system score: A severity of illness score to predict urgent medical need in hospitalized children,"PURPOSE: We developed and performed the initial retrospective validation of a pediatric severity of illness score. The score is to preemptively identify hospitalized children who are likely to require resuscitation to treat cardiopulmonary arrest.MATERIALS AND METHODS: The Pediatric Early Warning System (PEWS) score was developed using expert opinion. The score generated contained 20 items, 16 of which were able to be retrospectively abstracted. Validation used a case-control study design in a Canadian university-affiliated pediatric hospital. Eligible patients were younger than 18 years, were admitted to a hospital ward, and had no level-of-care restrictions. Case patients had a code blue called to obtain immediate assistance for treatment of impending or actual cardiopulmonary arrest. Control patients had no code blue event and were not urgently admitted to the intensive care unit within 48 hours of study. A total of 128 controls and 87 cases were compared.RESULTS: The PEWS score area under the receiver operating characteristic curve was 0.90. The sensitivity was 78% and the specificity was 95% at a score of 5.CONCLUSIONS: Application of the score may have identified more than 3 quarters of code blue calls in our hospital with at least an hour&#x27;s warning. After further refinement and validation, the PEWS score has great potential to increase the efficiency of care delivery and to improve the outcomes of care provided to hospitalized children.","['Code blue', 'Early detection', 'Prevention', 'Severity of illness']",T03,临床观察性队列与回顾性分析,0.9,explicit observational design,A08,妇产儿科与生殖健康,0.95,title/keyword/application evidence: pediatric|children|child|pregnan|preeclampsia|menstrual|dysmenorrhea|neonatal|maternal|fertility|reproductive,full,model_reviewed_high,3
DOC_0209,Electrochemically Switchable Double-Gate Nanofluidic Logic Device as Biomimetic Ion Pumps,"Biological ion pumps with two separate gates can actively transport ions against the concentration gradient. Developing an artificial nanofluidic device with multiple responsive sites is of great importance to improve its controllability over ion transport to further explore its logic function and mimic the biological process. Here, we propose an electrochemical polymerization method to fabricate electrochemically switchable double-gate nanofluidic devices. The ion transport of the double-gate nanofluidic device can be in situ and reversibly switched among four different states. The logic function of this nanofluidic device is systematically investigated by assuming the gate state as the input and the transmembrane ionic conductance as the output. A biomimetic electrochemical ion pump is then established by alternately applying two different specific logic combinations, realizing an active ion transport under a concentration gradient. This work would inspire further studies to construct complex logical networks and explore bioinspired ion pump systems.The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acsami.1c06535.Fabrication process and experimental setup; optical image of the double-gate nanofluidic device; SEM images of AAO and AAO sputtered with the gold layer; transmembrane conductance; I-V curves of AAO membrane; size of the ion channel; thickness of the PPy layer; reversibly electrochemical modulation; SEM images and I-V curves of single-gate nanofluidic devices; top and bottom SEM images of a double-gate nanofluidic device; rectification ratios; I-V curves of a bare double-gate nanofluidic membrane; and effects of concentration gradient (PDF)This article has not yet been cited by other publications.","['bioinspired ion pump', 'conducting polymer', 'electrochemical gate', 'logic device', 'nanochannels']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A15,结构材料、聚合物与复合材料,0.88,title/keyword/application evidence: polymer|composite|alloy|ceramic|structural material|coating|hydrogel|nanoporous|surface material,full,model_reviewed_high,3
DOC_0211,Isolation and antimicrobial resistance of motile Salmonella enterica from the poultry hatchery environment,"Salmonella is a globally distributed major food-borne pathogen and poultry is one of the predominant sources of salmonellosis in humans. To investigate the presence of motile Salmonella in the poultry hatchery environment, we collected 97 fluff samples from four selected broiler breeder chicken hatcheries from Chattogram, Bangladesh during July-December 2015. To isolate motile Salmonella enterica, we used conventional bacteriological techniques followed by serological verification using anti-Salmonella Poly A-E serum and species confirmation by conventional PCR assay. Antimicrobial susceptibility testing by Kirby-Bauer disc diffusion method for 10 commonly used antibiotics was performed on all isolates. Isolates displaying phenotypic resistance to ampicillin were tested by PCR for blaTEM gene, whereas those resistant to tetracycline were tested for the presence of tetA, tetB and tetC genes. A total of 24 samples (24.7%; 95% CI: 16.5–34.5, N = 97) from 3 hatcheries were positive for motile Salmonella. Of them, 21 (87.5%) and 12 (50.0%) were resistant to ampicillin and tetracycline, respectively, 9 (37.5%) to nalidixic acid and sulphamethoxazole/trimethoprim. No resistance was detected to ceftriaxone, cefoxitin, gentamicin, neomycin, ciprofloxacin and colistin. Ten (42%) of 24 isolates from 2 hatcheries were multi-drug resistant (i.e resistant to ≥ 3 antimicrobial classes). Six of 21 ampicillin resistant isolates contained blaTEM gene and 10 of 12 tetracycline resistant isolates contained tetA gene. This study highlights the circulation of multi-drug resistant motile Salmonella in the hatchery environment for the first time in Bangladesh. Further epidemiological and molecular studies are therefore needed to identify the serotypes and source of the bacteria in hatcheries.","['Bangladesh', 'bla<sub>TEM</sub>', 'Food-borne pathogen', 'Multi-drug resistant', 'Salmonella', 'tetA', 'Zoonotic']",T24,遗传关联与PCR分子检测,0.9,genetic/PCR method,A07,感染微生物与抗菌耐药,0.96,title/keyword/application evidence: infection|bacteria|virus|viral|antimicrobial|covid|sars-cov|sepsis|pathogen|microbial resistance,full,model_reviewed_high,3
DOC_0212,Nanostructured Valsartan Microparticles with Enhanced Bioavailability Produced by High-Throughput Electrohydrodynamic Room-Temperature Atomization,"The high-throughput drying and encapsulation technique called electrospraying assisted by pressurized gas (EAPG) was used for the first time to produce nanostructured valsartan within microparticles of excipients. Valsartan, a poorly absorbed and lipid-soluble drug, was selected since it is considered a good model for BCS class II drugs. Two different polymeric matrices were selected as excipients, i.e., hydroxypropyl methylcellulose (HPMC) and lactose monohydrate, while Span 20 was used as a surfactant. The produced 80% valsartan loading formulations were characterized in terms of morphology, crystallinity, in vitro release, in vitro Caco-2 cells' permeability, and in vivo pharmacokinetic study. Spherical microparticles of ca. 4 μm were obtained within which valsartan nanoparticles were seen to range from 150 to 650 nm. Wide-angle X-ray scattering and differential scanning calorimetry confirmed that valsartan had a lower and/or more ill-defined crystallinity than the commercial source, and photon correlation spectroscopy and transmission electron microscopy proved that it was dispersed and distributed in the form of nanoparticles of controlled size. In vitro dissolution tests showed that the HPMC formulation with the lowest API particle size, i.e., 150 nm, dissolved 2.5-fold faster than the commercial valsartan in the first 10 min. This formulation also showed a 4-fold faster in vitro permeability than the commercial valsartan and a 3-fold higher systemic exposure than the commercial sample. The results proved the potential of the EAPG processing technique for the production of safe-to-handle microparticles containing high quantities of a highly dispersed and distributed nanonized BCS class II model drug with enhanced bioavailability.This article has not yet been cited by other publications.","['BCS II drug', 'enhanced bioavailability', 'HPMC', 'lactose monohydrate', 'nanonization', 'valsartan']",T13,材料表征与性能测试,0.84,characterization/performance testing,A29,药物开发、递送与治疗材料,0.96,title/keyword/application evidence: drug delivery|pharmaceutical|liposome|formulation|drug development|nanomedicine|bioavailability|therapeutic compound,full,model_reviewed_high,3
DOC_0216,Application of triazoles in the structural modification of natural products,"Nature products have been extensively used in the discovery and development of new drugs, as the most important source of drugs. The triazole ring is one of main pharmacophore of the nitrogen-containing heterocycles. Thus, a new class of triazole-containing natural product conjugates has been synthesised. These compounds reportedly exert anticancer, anti-inflammatory, antimicrobial, antiparasitic, antiviral, antioxidant, anti-Alzheimer, and enzyme inhibitory effects. This review summarises the research progress of triazole-containing natural product derivatives involved in medicinal chemistry in the past six years. This review provides insights and perspectives that will help scientists in the fields of organic synthesis, medicinal chemistry, phytochemistry, and pharmacology.","['biological activity', 'Natural products', 'triazole']",T06,叙述性综述与理论观点,0.9,explicit narrative review/perspective,A23,食品营养、天然产物与植物活性,0.96,title/keyword/application evidence: food|nutrition|antioxidant|phytochemical|dietary|natural product|fruit|vegetable|honey|probiotic,full,model_reviewed_high,3
DOC_0217,Comparison of Adult and Adolescent Preferences Toward EQ-5D-Y-3L Health States,"ObjectivesThe international EQ-5D-Y-3L valuation protocol suggests obtaining preferences for EQ-5D-Y-3L health states from a sample of the general adult population. There is discussion around involving children and adolescents in the processes of preference elicitation and decision making. The objective of this study was to compare the preferences for EQ-5D-Y-3L obtained from adolescents for themselves to those of adults considering a hypothetical 10-year-old child in Germany, Slovenia, and Spain.MethodsA sample of a minimum of 700 adolescents and 1000 adults in each country was recruited through online panels. An online discrete choice experiment was used to obtain health-state preferences. For the purposes of comparison, all coefficients were rescaled to a 1 (best) to 0 (worst) scale. The differences between preferences in both samples were analyzed via the relative attribute importance of health dimensions from the mixed logit models.ResultsStatistically significant differences between the preferences for EQ-5D-Y-3L states given by the 2 samples were observed in all 3 countries. The overall relative attribute importance was similar between adolescents and adults; adolescents usually gave more importance to mobility and self-care, and less to anxiety/depression. The rank-order of the dimension levels between adults and adolescents differs in all 3 countries.ConclusionsPreferences toward EQ-5D-Y-3L states differ if estimated by adults taking the perspective of a child or by the adolescents themselves. Although it seems possible to obtain adolescents' preferences for inclusion in EQ-5D-Y-3L value sets, the desirability and acceptance of their preferences by researchers and decision makers need to be explored further.","['adult preferences', 'children and adolescentsâ\x80\x99 preferences', 'discrete choice experiment', 'EQ-5D-Y-3L', 'health-related quality of life', 'valuation']",T21,经济评价与政策分析,0.93,explicit economic/utility method,A08,妇产儿科与生殖健康,0.84,title/keyword/application evidence: pediatric|children|child|pregnan|preeclampsia|menstrual|dysmenorrhea|neonatal|maternal|fertility|reproductive,full,model_reviewed_high,3
DOC_0219,Combined ToF‐SIMS/XPS study of plasma modification and metallization of polyimide,"The modification of surface properties of isotactic polypropylene (it.PP) has attracted much attention in fundamental science and industrial applications. Primer treatment is a promising methods that is employed to overcome the poor adhesive property of it.PP. In this study, we examined the primer effect of the cobalt complexes, cobalt (II) acetylacetonate Co(acac)2 and cobalt (III) acetylacetonate Co(acac)3, from the perspectives of adhesive strength, curing process, surface structure, affinity between substrate and adhesive, morphology and interfacial thickness. The results obtained explain the increased adhesive strength between an isotactic polypropylene substrate and a cyanoacrylate adhesive. In particular, the interfacial regions were evaluated as “interphase” by nano-Raman scattering microscopy and transmission electron microscope-energy-dispersive X-ray spectroscopy. The region is expanded by applying Co(acac)2 primer as the adhesive strength increased. The Co(acac)2 primer caused the increased adhesive property with the enhancement of molecular interaction, chemical affinity, and mutual diffusion.","['Copper', 'Metal deposition', 'Plasma modification', 'Polyimide', 'Polymers', 'ToF-SIMS', 'XPS']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A15,结构材料、聚合物与复合材料,0.83,title/keyword/application evidence: polymer|composite|alloy|ceramic|structural material|coating|hydrogel|nanoporous|surface material,full,model_reviewed_high,3
DOC_0220,Effect of hyaluronate-based bioresorbable membrane (Seprafilm) on outcomes of abdominal surgery: a meta-analysis and trial sequential analysis of randomised controlled trials,"We aimed to evaluate comparative outcomes of abdominal surgery with and without hyaluronate-based bioresorbable membrane (Seprafilm).We conducted a systematic search of electronic databases and bibliographic reference lists with application of a combination of free text and controlled vocabulary search adapted to thesaurus headings, search operators and limits. Small bowel obstruction, anastomotic leak, surgical site infections, ileus, and severity of adhesions were the evaluated outcome measures. Thirteen randomised controlled trials reporting a total of 3665 patients evaluating outcomes of abdominal surgeries with (n = 1800) or without (n = 1865) use of Seprafilm were identified. Use of Seprafilm was associated with significantly lower risk of small bowel obstruction (RR 0.53, 95% CI 0.38–0.73, P = 0.0001) but significantly higher rate of anastomotic leak (RR 1.85, 95% CI 1.15–3.00 P = 0.01). Moreover, while Seprafilm resulted in significantly more adhesions-free patients (RR 5.57, 95% CI 3.37–9.19, P 0.0001) compared to no Seprafilm, its use was associated with significantly lower grade 2 (RR 0.57, 95% CI 0.35–0.95, P = 0.003) or 3 (RR 0.31, 95% CI 0.17–0.55, P 0.0001) adhesions. There was no significant difference in surgical site infection (RR: 1.21, 95 CI 0.86–1.70, P = 0.28), intra-abdominal abscess (RR 1.46, 95 CI 0.92–2.32, P = 0.11) or paralytic ileus (RR 0.97, 95 CI 0.68–1.38, P = 0.87) between two groups. The trial sequential analysis demonstrated that the meta-analysis findings are conclusive. Our meta-analysis demonstrated that Seprafilm reduces the risk of small bowel obstruction and severity of adhesions after abdominal surgery. However, it may increase the risk of anastomotic leak. We recommend use of Seprafilm in any abdominal surgery which does not involve an anastomosis.","['Anti-adhesion barrier', 'Seprafilm', 'Small bowel obstruction']",T05,系统综述与Meta分析,0.95,explicit systematic review/meta-analysis,A06,消化肝胆与胃肠疾病,0.88,title/keyword/application evidence: liver|hepatic|intestinal|gastrointestinal|bowel|colon|colorectal|pancrea|constipation|renal transplant|kidney disease,full,model_reviewed_high,3
DOC_0222,Partial versus total adrenalectomy for the treatment of unilateral aldosterone-producing adenoma: a systematic review and meta-analysis,"Adrenalectomy is the first line of treatment in unilateral aldosterone-producing adenoma. Whether adrenalectomy should be performed using a cortex-sparing technique (partial adrenalectomy) or total adrenalectomy remains debatable. Therefore, this meta-analysis aims to evaluate the safety and effectiveness of partial adrenalectomy (PA) to total adrenalectomy (TA) by comparing perioperative and functional outcomes. A systematic search was performed across Pubmed, Embase, Web of Science, Cochrane Library database for RCTs and non-RCTs comparing PA and TA on unilateral aldosterone-producing adenoma. The main outcomes analyzed were the perioperative and postoperative effectiveness. In addition, weighted mean difference (WMD) or odds ratio (OR) with 95% confidence intervals of continuous and dichotomous variables are presented. Two RCTs and 5 non-RCTs trials, including 834 patients were identified and included in the meta-analysis. PA was associated with statistically significant shorter hospital stay (WMD − 0.51 days, 95% CI − 0.87, − 0.14; p = 0.007), shorter operative time (WMD − 15.54 min, 95% CI − 25.12, − 5.97; p = 0.001) and lower overall complications (OR 0.52, 95% CI 0.32, 0.85; p = 0.009) compared to TA. There was no statistical significance in postoperative effectiveness, including postoperative blood pressure, potassium, hypokalemia, ARR and renin between TA and PA. PA seems to have advantages over TA. The surgical outcomes were comparable in TA and PA. The hospital stay, operative time and overall complications may be reduced. When technically feasible, PA might be considered as a better treatment for unilateral aldosterone-producing adenoma.","['Meta-analysis', 'Partial adrenalectomy', 'Systematic review', 'Total adrenalectomy', 'Unilateral aldosterone-producing adenoma']",T05,系统综述与Meta分析,0.95,explicit systematic review/meta-analysis,A02,内分泌代谢与糖尿病,0.96,title/keyword/application evidence: diabetes|metabolic|endocrine|thyroid|cushing|adrenal|polycystic ovarian|insulin|obesity|glucose,full,model_reviewed_high,3
DOC_0223,An insilico study of KLK-14 protein and its inhibition with curcumin and its derivatives,"Human kallikrein-related peptidases (KLKs) of serine protease family are known to be expressed in diverse cancers via dysregulated protease activation. KLKs have been associated with pathological angiogenesis of tumor metastasis. KLK-14 expression is highly involved in ovarian, breast, and prostate tumors through explicitly catalyzing the Extracellular matrix protein (fibronectin) hydrolysis. Hence KLK-14 protein is considered the target to study its interaction with curcumin and its derivatives. The present work focuses on creating the 3D model of KLK-14 (Target Protein) by using the homology modeling technique. The 3D model of the target protein is MD Simulated and validated via the Ramachandran plot (90.80% of amino acids in the favorable region) and ProSA-webserver (z-value = − 6.18) indicating the overall reliability of the built model. Further Protein–Protein docking with its natural substrate (Fibronectin) validates the active site residues. Virtual Screening using an In-house library of Curcumin derivatives was performed by AutoDock Vina 4.2 (PyRx software). Curcumin and its derivative (BisDemethoxycurcumin) bind to the target protein (Catalytic triad residues Arg 65, Phe66, Leu67, His83, Arg86, Tyr174, and Ser220) with Binding free energy in the range of − 9.4 to − 7.4 kcal/mol, and also permissible ADME indicating substrate specificity to act as a potential inhibitor of angiogenesis.","['Active site', 'Angiogenesis', 'Docking', 'Homology modeling', 'Virtual screening']",T18,化学合成与催化反应,0.86,chemical synthesis,A22,分子生物学、遗传与细胞机制,0.96,title/keyword/application evidence: gene|dna|rna|transcription|protein|cell signaling|molecular biology|genetics|epigenetic|cell mechanism,full,model_reviewed_high,3
